,카테고리,lnt,lat
608,와이파이,37.550841999999996,126.847626
609,와이파이,37.54821,126.84185
610,와이파이,37.54821,126.84185
611,와이파이,37.53268,126.84838
612,와이파이,37.536120000000004,126.85073
613,와이파이,37.532447999999995,126.84692
614,와이파이,37.532173,126.84711000000001
615,와이파이,37.531857,126.8473
616,와이파이,37.53155,126.8475
617,와이파이,37.531292,126.84766
618,와이파이,37.531445,126.84724399999999
619,와이파이,37.531845000000004,126.84700000000001
620,와이파이,37.529392,126.84943
621,와이파이,37.530753999999995,126.848625
622,와이파이,37.530766,126.849625
623,와이파이,37.530838,126.85048
624,와이파이,37.536106,126.84676999999999
625,와이파이,37.536986999999996,126.84555
626,와이파이,37.53771,126.848724
627,와이파이,37.537388,126.850044
628,와이파이,37.536575,126.84933000000001
629,와이파이,37.535496,126.84995
630,와이파이,37.53577,126.849014
631,와이파이,37.53471,126.84889
632,와이파이,37.534657,126.847626
633,와이파이,37.533558,126.84701000000001
634,와이파이,37.53358,126.85028999999999
635,와이파이,37.5321,126.84903999999999
636,와이파이,37.53163,126.84788999999999
637,와이파이,37.532055,126.84763999999998
638,와이파이,37.53135,126.848526
639,와이파이,37.531055,126.84916000000001
640,와이파이,37.532185,126.85031000000001
641,와이파이,37.53562,126.8478
642,와이파이,37.53337,126.8489
643,와이파이,37.53269,126.84851
644,와이파이,37.54821,126.84185
645,와이파이,37.54821,126.84188
646,와이파이,37.54821,126.84188
647,와이파이,37.569447,126.84471
648,와이파이,37.569447,126.84471
649,와이파이,37.548054,126.84191000000001
650,와이파이,37.550446,126.84487
651,와이파이,37.549465000000005,126.84463000000001
652,와이파이,37.55447,126.84567
653,와이파이,37.556090000000005,126.84485
654,와이파이,37.55749,126.84311000000001
655,와이파이,37.557453,126.84328500000001
656,와이파이,37.55525,126.83837
657,와이파이,37.5525,126.836395
658,와이파이,37.55472,126.83861
659,와이파이,37.554638,126.83944
660,와이파이,37.55454,126.84048500000002
661,와이파이,37.554413000000004,126.84168000000001
662,와이파이,37.54833,126.84643600000001
663,와이파이,37.548120000000004,126.84625
664,와이파이,37.547146000000005,126.84553999999999
665,와이파이,37.546406,126.84508000000001
666,와이파이,37.545536,126.84451000000001
667,와이파이,37.544709999999995,126.843925
668,와이파이,37.543995,126.84337
669,와이파이,37.543358000000005,126.84281000000001
670,와이파이,37.542538,126.842026
671,와이파이,37.54205,126.84115
672,와이파이,37.552696000000005,126.83710500000001
673,와이파이,37.553047,126.838196
674,와이파이,37.55237,126.83935
675,와이파이,37.5535,126.83928
676,와이파이,37.553309999999996,126.84102
677,와이파이,37.547626,126.84331
